id_vuelo,numero_vuelo,id_destino,aerolinea,precio_base,fecha_salida,capacidad_total,asientos_disponibles,modelo_avion
331,FL300337,91,American Airlines,529.63,2026-05-06 13:03:29,248,121,Boeing 737
332,FL817793,131,Delta,364.63,2026-05-04 05:09:41,208,50,Boeing 737
333,FL458484,164,American Airlines,282.71,2026-05-07 20:12:52,242,216,Airbus A350
334,FL565247,13,Delta,919.1,2026-05-25 20:31:05,332,198,Boeing 787
335,FL131489,20,LATAM,312.4,2026-05-19 17:01:49,365,314,Airbus A320
336,FL222232,36,Delta,523.18,2026-05-29 20:57:51,223,31,Boeing 787
337,FL181167,245,LATAM,851.55,2026-05-08 21:48:22,299,81,Airbus A350
338,FL714871,119,Sky,261.31,2026-05-02 17:57:04,328,92,Airbus A320
339,FL851769,219,Delta,1127.28,2026-05-28 18:48:42,302,129,Airbus A350
340,FL358808,133,Avianca,1009.78,2026-05-17 08:38:21,234,27,Boeing 737
341,FL566016,88,LATAM,575.57,2026-05-29 17:03:11,339,106,Boeing 787
342,FL898527,97,Avianca,243.99,2026-05-15 04:48:12,266,63,Airbus A320
343,FL306242,182,American Airlines,548.64,2026-05-10 06:30:11,208,73,Boeing 787
344,FL495316,186,Avianca,1083.05,2026-05-28 03:37:57,160,31,Boeing 787
345,FL116323,46,Avianca,1191.98,2026-05-21 23:14:07,372,368,Airbus A320
346,FL182709,111,Delta,1170.14,2026-05-28 11:06:12,309,8,Airbus A320
347,FL331122,235,Delta,997.5,2026-05-12 16:48:40,339,198,Airbus A350
348,FL130820,134,Avianca,880.08,2026-04-30 18:13:56,391,147,Airbus A320
349,FL280421,172,Avianca,535.14,2026-05-21 23:26:27,358,349,Boeing 737
350,FL440432,261,Iberia,253.95,2026-05-01 02:34:10,368,194,Airbus A320
351,FL369439,239,Iberia,157.11,2026-05-13 05:55:01,335,218,Airbus A320
352,FL829029,293,Sky,1143.19,2026-05-14 05:07:07,395,150,Boeing 787
353,FL626679,181,LATAM,770.55,2026-05-22 16:51:47,172,9,Boeing 737
354,FL334051,272,Sky,681.79,2026-05-15 07:58:18,318,279,Airbus A350
355,FL488845,255,Delta,209.18,2026-05-09 07:40:17,293,88,Boeing 787
356,FL980489,269,Iberia,794.0,2026-05-01 08:11:09,392,356,Airbus A350
357,FL572492,289,LATAM,910.53,2026-05-28 06:53:30,212,125,Boeing 737
358,FL947416,16,American Airlines,751.36,2026-05-27 11:11:09,267,233,Airbus A350
359,FL545112,162,Avianca,209.63,2026-05-14 10:30:09,360,181,Boeing 737
360,FL617346,167,LATAM,701.26,2026-05-01 23:38:44,154,94,Boeing 787
361,FL205027,116,American Airlines,691.44,2026-05-14 16:25:27,206,107,Boeing 787
362,FL900557,203,Delta,165.23,2026-05-24 09:34:30,268,4,Airbus A320
363,FL855851,186,Iberia,933.15,2026-05-05 14:44:56,369,118,Airbus A320
364,FL759643,132,American Airlines,1118.77,2026-05-07 17:36:15,321,277,Airbus A320
365,FL879302,131,LATAM,122.86,2026-05-13 19:58:00,277,92,Boeing 737
366,FL231145,8,American Airlines,414.25,2026-05-15 05:09:19,150,82,Airbus A350
367,FL727915,16,Iberia,319.61,2026-05-16 10:22:27,394,344,Airbus A350
368,FL206400,23,American Airlines,753.94,2026-05-09 00:14:33,168,71,Airbus A350
369,FL797964,111,Avianca,168.71,2026-05-18 00:24:51,224,6,Boeing 737
370,FL787880,41,Sky,1137.12,2026-05-06 15:30:50,192,25,Airbus A350
371,FL890100,40,Delta,354.23,2026-05-03 08:02:18,172,43,Boeing 787
372,FL684058,107,Delta,583.29,2026-05-23 21:09:35,269,103,Airbus A320
373,FL530905,143,Iberia,945.17,2026-05-05 02:47:09,237,220,Boeing 737
374,FL725482,97,LATAM,507.08,2026-05-07 08:56:36,160,144,Boeing 737
375,FL539016,148,Avianca,419.6,2026-05-04 11:09:39,275,160,Boeing 787
376,FL634308,116,LATAM,1107.18,2026-05-20 04:12:13,184,63,Boeing 787
377,FL765259,3,LATAM,1175.34,2026-05-14 20:58:58,309,92,Airbus A350
378,FL975179,206,Sky,608.43,2026-05-09 15:17:18,223,16,Boeing 787
379,FL612742,2,Iberia,309.55,2026-05-01 23:14:29,266,109,Boeing 737
380,FL397232,60,Avianca,985.18,2026-05-13 13:46:15,389,357,Boeing 787
381,FL853968,217,Avianca,539.98,2026-05-18 23:29:10,359,229,Boeing 737
382,FL750370,223,Delta,327.1,2026-05-24 13:11:05,202,81,Boeing 737
383,FL358645,211,Sky,389.17,2026-05-27 01:45:01,163,42,Airbus A350
384,FL736220,141,LATAM,739.37,2026-05-24 11:32:28,180,81,Boeing 737
385,FL740818,29,LATAM,1160.51,2026-05-07 14:39:09,200,84,Boeing 737
386,FL883669,236,Sky,471.1,2026-05-25 04:10:57,382,224,Airbus A350
387,FL247592,120,Iberia,1021.58,2026-05-09 15:43:30,320,262,Airbus A350
388,FL216282,267,Avianca,536.06,2026-05-21 18:07:35,385,3,Boeing 737
389,FL385323,295,American Airlines,1174.27,2026-05-29 19:06:16,205,120,Airbus A350
390,FL210866,27,LATAM,302.14,2026-05-06 07:18:50,175,46,Boeing 737
391,FL590781,116,Avianca,158.39,2026-05-25 23:09:53,164,65,Airbus A350
392,FL547501,24,American Airlines,144.9,2026-05-11 17:28:13,167,75,Boeing 787
393,FL785568,180,American Airlines,1091.01,2026-05-03 08:19:16,336,194,Boeing 787
394,FL497314,12,LATAM,116.53,2026-05-22 06:52:28,347,329,Airbus A350
395,FL597796,32,American Airlines,1001.65,2026-05-19 00:00:40,171,112,Airbus A350
396,FL622160,283,LATAM,685.33,2026-04-30 16:42:57,247,68,Boeing 787
397,FL183478,75,Avianca,497.1,2026-05-16 06:43:01,173,94,Airbus A350
398,FL790489,239,Iberia,742.1,2026-05-18 12:24:14,172,86,Boeing 787
399,FL790251,22,American Airlines,381.92,2026-05-20 22:32:59,205,54,Boeing 737
400,FL866126,186,Avianca,702.92,2026-05-07 17:06:26,185,183,Airbus A350
401,FL129653,57,LATAM,606.53,2026-05-06 06:01:20,377,197,Boeing 787
402,FL973431,11,Delta,729.45,2026-05-06 15:07:20,340,121,Airbus A320
403,FL232791,178,Avianca,224.64,2026-05-08 08:19:13,271,170,Boeing 737
404,FL857041,246,Iberia,988.03,2026-05-11 08:47:23,201,163,Boeing 737
405,FL247230,140,American Airlines,337.94,2026-05-14 03:30:14,322,241,Boeing 787
406,FL744207,213,Avianca,609.98,2026-05-24 15:45:33,159,115,Boeing 737
407,FL967005,45,LATAM,588.46,2026-05-18 23:58:47,379,227,Airbus A320
408,FL925334,213,Iberia,1107.02,2026-05-20 19:49:53,156,104,Boeing 787
409,FL986955,273,Sky,401.72,2026-05-06 18:48:41,310,219,Boeing 737
410,FL399661,47,Sky,111.92,2026-05-02 16:04:53,396,279,Airbus A320
411,FL382730,298,LATAM,119.26,2026-05-21 08:23:57,354,20,Airbus A320
412,FL154352,188,Sky,987.35,2026-05-16 03:41:18,378,131,Airbus A350
413,FL847496,206,LATAM,1138.11,2026-05-22 08:14:23,190,112,Boeing 737
414,FL196949,222,Iberia,1121.16,2026-05-29 17:59:02,255,145,Airbus A320
415,FL560644,254,American Airlines,601.62,2026-05-28 07:00:17,349,323,Airbus A350
416,FL812986,173,Delta,1177.32,2026-05-21 22:14:12,213,210,Airbus A320
417,FL617085,188,American Airlines,111.17,2026-05-27 12:55:00,237,219,Boeing 737
418,FL239160,119,Delta,863.94,2026-05-20 03:58:59,219,7,Airbus A320
419,FL674096,118,Sky,1188.82,2026-05-27 19:15:02,256,220,Boeing 737
420,FL486112,211,Delta,776.76,2026-05-05 05:51:15,290,4,Boeing 787
421,FL443631,197,Avianca,1161.76,2026-05-26 21:07:06,203,72,Airbus A320
422,FL522160,28,LATAM,846.14,2026-05-12 08:57:18,333,59,Airbus A350
423,FL431358,233,American Airlines,900.87,2026-05-07 23:29:02,319,231,Airbus A350
424,FL448300,151,Sky,948.88,2026-05-22 19:41:44,232,161,Boeing 737
425,FL263140,179,Iberia,868.09,2026-05-03 23:15:13,316,294,Airbus A350
426,FL888119,146,Avianca,528.16,2026-05-09 14:22:06,396,294,Airbus A320
427,FL943460,43,LATAM,337.54,2026-05-10 23:53:48,307,83,Airbus A320
428,FL294654,187,LATAM,918.86,2026-05-26 00:34:12,295,268,Boeing 787
429,FL208152,30,Avianca,988.91,2026-05-18 14:18:19,331,107,Boeing 787
430,FL348503,48,Iberia,547.28,2026-05-21 08:49:39,321,280,Airbus A350
431,FL138598,122,LATAM,186.74,2026-05-21 11:11:18,302,22,Boeing 737
432,FL262955,21,Delta,498.53,2026-05-10 04:36:27,399,281,Boeing 737
433,FL611661,173,American Airlines,502.43,2026-05-15 10:19:25,278,157,Boeing 787
434,FL804331,119,Delta,808.14,2026-05-08 05:16:44,372,79,Boeing 787
435,FL411377,215,LATAM,695.77,2026-05-29 02:07:26,193,113,Airbus A320
436,FL691471,159,LATAM,1119.27,2026-05-04 23:47:05,282,143,Boeing 787
437,FL337447,49,American Airlines,256.53,2026-05-05 18:05:16,150,34,Boeing 787
438,FL602250,26,American Airlines,444.3,2026-05-15 23:56:50,190,54,Boeing 787
439,FL361544,12,Delta,278.87,2026-05-11 11:34:31,319,128,Airbus A350
440,FL564548,217,Avianca,781.77,2026-05-14 00:46:33,219,188,Boeing 787
441,FL977357,267,Delta,410.39,2026-05-18 15:11:00,238,88,Boeing 737
442,FL405145,106,Delta,373.3,2026-05-25 04:45:16,200,26,Airbus A320
443,FL727719,97,Delta,1179.95,2026-05-10 01:11:53,243,141,Boeing 787
444,FL343273,93,Delta,123.08,2026-05-06 03:52:26,316,301,Airbus A350
445,FL469224,143,Sky,207.05,2026-05-28 05:29:24,382,282,Boeing 787
446,FL213044,20,LATAM,353.51,2026-05-02 05:23:50,166,142,Airbus A320
447,FL959452,57,Delta,313.34,2026-05-06 00:30:31,160,100,Boeing 737
448,FL855607,122,American Airlines,170.76,2026-05-25 07:20:58,247,109,Airbus A320
449,FL597998,293,Avianca,192.68,2026-05-13 11:10:06,370,179,Boeing 737
450,FL179995,103,LATAM,1128.81,2026-05-29 21:20:44,205,53,Boeing 737
451,FL457434,169,Avianca,372.69,2026-05-19 20:04:29,365,152,Airbus A350
452,FL647622,186,American Airlines,304.04,2026-05-15 15:00:13,302,207,Boeing 737
453,FL296647,21,Avianca,777.96,2026-05-17 11:12:01,263,187,Airbus A320
454,FL531638,94,LATAM,778.34,2026-05-11 20:43:00,183,175,Airbus A350
455,FL834427,110,Sky,681.68,2026-05-12 17:47:22,363,170,Airbus A350
456,FL769236,253,LATAM,133.7,2026-05-22 21:09:34,296,165,Airbus A320
457,FL815570,151,Avianca,251.22,2026-05-23 15:07:17,224,81,Boeing 737
458,FL157549,33,American Airlines,863.39,2026-05-12 15:47:14,161,132,Boeing 787
459,FL655616,284,Sky,490.27,2026-05-11 21:43:39,220,174,Airbus A320
460,FL927905,159,Sky,779.73,2026-05-08 16:48:52,245,226,Boeing 737
461,FL747235,227,Delta,969.61,2026-05-05 07:38:48,182,164,Airbus A320
462,FL742333,144,American Airlines,946.4,2026-05-29 08:26:00,178,174,Airbus A350
463,FL963269,153,Iberia,793.33,2026-05-21 10:07:20,384,273,Boeing 737
464,FL299811,72,Delta,1004.96,2026-05-06 04:23:04,163,71,Boeing 737
465,FL684941,175,Iberia,208.11,2026-05-26 09:24:48,190,67,Airbus A350
466,FL182996,41,American Airlines,260.69,2026-05-13 11:37:08,394,16,Boeing 737
467,FL910813,88,Delta,448.55,2026-05-28 04:00:08,287,267,Boeing 787
468,FL618080,32,Delta,550.58,2026-05-06 01:08:26,313,42,Boeing 737
469,FL251145,63,American Airlines,130.95,2026-05-09 02:10:14,357,293,Airbus A320
470,FL801059,288,Sky,735.99,2026-05-08 13:59:01,349,174,Airbus A350
471,FL636233,278,Avianca,1123.7,2026-05-01 05:13:58,274,110,Airbus A320
472,FL505501,89,Sky,471.88,2026-05-22 02:22:36,202,69,Airbus A350
473,FL734394,156,Iberia,805.82,2026-05-23 03:05:56,357,292,Boeing 737
474,FL811199,171,Delta,1167.24,2026-05-18 08:45:47,388,148,Airbus A320
475,FL728606,92,Iberia,320.88,2026-05-19 03:05:14,241,42,Airbus A350
476,FL959312,160,Avianca,1044.89,2026-05-12 19:13:25,282,99,Airbus A320
477,FL344066,5,Sky,547.88,2026-05-30 07:55:57,248,88,Boeing 737
478,FL748438,194,American Airlines,866.83,2026-05-18 01:22:37,294,98,Airbus A350
479,FL364020,175,Sky,991.54,2026-05-18 18:37:43,287,17,Airbus A350
480,FL474705,192,Delta,349.34,2026-05-26 06:26:16,255,140,Airbus A350
481,FL148820,265,Iberia,121.24,2026-05-19 02:53:54,196,77,Boeing 787
482,FL246256,42,LATAM,897.95,2026-05-12 11:02:09,300,157,Boeing 737
483,FL321049,160,Iberia,375.82,2026-05-24 05:34:16,290,172,Boeing 737
484,FL772837,39,LATAM,518.48,2026-05-10 10:43:07,326,242,Airbus A320
485,FL721382,279,Sky,1016.17,2026-05-06 19:40:16,393,272,Boeing 737
486,FL531698,161,LATAM,750.86,2026-05-12 23:25:00,234,118,Airbus A320
487,FL255854,238,LATAM,374.04,2026-05-06 15:05:35,208,40,Boeing 737
488,FL291826,34,Avianca,100.62,2026-05-17 10:10:38,236,142,Boeing 787
489,FL313363,179,Sky,606.26,2026-05-21 18:40:45,173,23,Boeing 737
490,FL687398,191,American Airlines,315.98,2026-05-29 16:57:21,386,155,Airbus A350
491,FL775016,122,Iberia,1156.04,2026-05-26 20:24:45,344,317,Boeing 737
492,FL589399,65,Iberia,262.88,2026-05-09 03:21:17,278,261,Boeing 787
493,FL840692,179,Avianca,715.15,2026-05-21 12:03:57,387,325,Boeing 787
494,FL856261,300,American Airlines,486.98,2026-05-01 01:37:57,216,67,Airbus A320
495,FL612033,295,Iberia,275.11,2026-05-01 07:21:51,284,228,Airbus A320
496,FL213396,11,Avianca,354.53,2026-05-19 07:26:11,202,197,Boeing 787
497,FL630344,176,Delta,729.58,2026-05-15 07:24:36,273,136,Airbus A320
498,FL604918,298,LATAM,509.67,2026-05-24 02:34:38,174,86,Boeing 787
499,FL898076,22,LATAM,284.06,2026-05-10 14:31:52,335,152,Airbus A320
500,FL961649,198,Sky,972.29,2026-05-28 02:07:16,333,250,Boeing 737
501,FL162016,10,Delta,304.28,2026-05-16 10:16:07,158,119,Boeing 787
502,FL103964,165,Avianca,497.77,2026-05-17 18:49:22,386,198,Boeing 787
503,FL378455,34,Sky,915.98,2026-05-04 14:01:01,294,29,Boeing 737
504,FL930930,176,Iberia,573.62,2026-05-09 23:50:53,202,186,Boeing 737
505,FL267209,210,Iberia,675.5,2026-05-18 11:37:27,276,274,Airbus A320
506,FL442514,120,American Airlines,171.95,2026-05-07 08:47:40,372,143,Airbus A320
507,FL374054,165,Delta,1018.79,2026-05-07 07:52:17,170,157,Airbus A350
508,FL167102,172,Avianca,532.6,2026-05-07 18:05:48,245,56,Airbus A320
509,FL954955,261,Iberia,1104.76,2026-05-11 13:05:55,214,125,Boeing 737
510,FL178901,96,Delta,371.65,2026-05-15 20:48:46,180,89,Boeing 787
511,FL347171,158,Sky,598.67,2026-05-14 02:45:06,306,10,Boeing 737
512,FL190138,67,Iberia,540.46,2026-05-16 20:48:26,326,0,Boeing 737
513,FL508340,11,LATAM,1170.86,2026-05-28 03:51:40,244,185,Airbus A320
514,FL408349,134,Delta,798.57,2026-05-17 02:57:39,348,335,Boeing 787
515,FL437500,185,Delta,1051.9,2026-05-15 12:28:53,277,46,Airbus A320
516,FL505801,2,American Airlines,753.7,2026-05-15 12:39:26,313,150,Boeing 787
517,FL652271,222,Iberia,904.65,2026-05-15 15:40:56,219,219,Boeing 787
518,FL861947,105,Avianca,716.28,2026-05-05 12:39:17,263,24,Boeing 787
519,FL321388,9,Iberia,1017.7,2026-05-24 16:34:50,207,23,Airbus A320
520,FL849719,247,LATAM,573.82,2026-05-17 10:52:43,168,19,Boeing 787
521,FL755953,49,Iberia,1170.05,2026-05-20 23:39:36,174,31,Airbus A320
522,FL197170,169,American Airlines,372.86,2026-05-22 11:20:31,338,95,Airbus A350
523,FL616568,131,Avianca,190.42,2026-05-29 16:36:10,394,37,Boeing 737
524,FL342092,144,Sky,340.62,2026-05-22 22:39:58,234,53,Airbus A320
525,FL305402,249,American Airlines,758.88,2026-05-15 16:38:24,372,249,Boeing 737
526,FL424074,266,Avianca,1089.83,2026-05-03 01:20:06,154,30,Boeing 787
527,FL828099,232,Delta,1196.4,2026-05-01 17:33:08,241,166,Airbus A350
528,FL423119,240,LATAM,1145.55,2026-05-29 18:34:01,328,91,Airbus A320
529,FL978569,250,Delta,817.06,2026-05-29 04:51:23,333,179,Boeing 737
530,FL890070,116,Delta,1001.15,2026-05-22 16:06:24,284,212,Boeing 787
531,FL631260,178,Sky,738.84,2026-05-22 10:14:13,322,236,Boeing 737
532,FL110097,220,Delta,796.49,2026-05-25 09:34:03,280,87,Boeing 787
533,FL646608,69,Sky,236.82,2026-05-08 06:34:32,280,155,Airbus A350
534,FL553709,138,Iberia,366.32,2026-05-10 16:41:48,185,7,Airbus A320
535,FL460902,34,American Airlines,1181.75,2026-05-09 04:27:00,164,36,Boeing 737
536,FL992001,80,Avianca,276.61,2026-05-07 03:14:40,395,336,Airbus A350
537,FL133081,5,Iberia,667.34,2026-05-16 14:26:04,267,87,Boeing 787
538,FL997358,27,Sky,1112.34,2026-05-14 15:20:46,172,41,Airbus A350
539,FL264866,162,LATAM,1127.01,2026-05-14 02:28:45,213,104,Boeing 737
540,FL567708,114,Avianca,208.22,2026-05-05 23:53:43,354,299,Boeing 737
541,FL130478,205,Sky,712.92,2026-05-27 04:51:51,353,204,Airbus A320
542,FL426840,179,Sky,781.54,2026-05-27 21:40:54,170,136,Boeing 737
543,FL919038,24,Delta,480.33,2026-05-19 14:31:40,317,252,Airbus A350
544,FL771224,120,Delta,728.98,2026-05-13 09:37:51,316,66,Boeing 787
545,FL399718,231,Iberia,351.25,2026-05-01 19:56:18,246,242,Boeing 787
546,FL940389,168,Iberia,463.86,2026-05-12 06:28:52,150,77,Boeing 787
547,FL610921,294,Delta,602.27,2026-05-18 12:44:03,200,53,Airbus A350
548,FL527005,155,Iberia,1003.33,2026-05-02 03:18:44,245,211,Airbus A320
549,FL464921,211,American Airlines,1006.8,2026-04-30 23:28:48,266,214,Airbus A320
550,FL286805,136,Avianca,584.35,2026-05-25 02:59:32,305,43,Boeing 737
551,FL931068,62,American Airlines,610.0,2026-05-12 14:15:41,385,6,Airbus A320
552,FL394636,52,LATAM,138.9,2026-05-19 03:11:10,297,272,Boeing 737
553,FL624508,84,Sky,906.82,2026-05-23 02:58:58,262,52,Boeing 737
554,FL413783,118,Avianca,1166.97,2026-05-08 07:35:16,381,154,Airbus A350
555,FL745880,253,Iberia,1105.29,2026-05-01 01:23:09,372,358,Boeing 737
556,FL626005,8,American Airlines,851.63,2026-05-15 21:58:32,230,151,Airbus A320
557,FL151860,264,Sky,906.43,2026-05-22 06:53:25,234,55,Airbus A350
558,FL192917,259,American Airlines,1122.05,2026-05-05 16:49:06,229,219,Airbus A320
559,FL301012,272,Delta,136.1,2026-05-24 10:43:18,303,30,Airbus A320
560,FL821439,185,Iberia,713.15,2026-05-05 19:43:26,258,244,Boeing 737
561,FL567426,60,Sky,717.26,2026-05-15 14:03:23,267,117,Boeing 737
562,FL552222,54,Delta,382.61,2026-05-17 13:05:26,364,1,Airbus A320
563,FL175176,100,Delta,958.58,2026-05-09 05:33:10,153,120,Airbus A320
564,FL194338,73,Delta,389.02,2026-05-23 22:55:15,393,95,Boeing 737
565,FL807564,31,Avianca,1124.39,2026-05-20 03:05:14,321,22,Boeing 737
566,FL583698,202,American Airlines,679.52,2026-05-15 11:20:07,293,140,Boeing 737
567,FL436312,91,LATAM,655.65,2026-05-20 02:53:40,348,34,Airbus A320
568,FL443061,13,American Airlines,396.56,2026-05-23 07:54:12,323,255,Boeing 787
569,FL302234,244,Sky,105.23,2026-05-23 09:44:08,228,196,Airbus A320
570,FL701030,177,Iberia,410.87,2026-05-11 04:58:27,191,73,Airbus A320
571,FL607554,267,Avianca,150.71,2026-05-05 06:24:57,289,183,Airbus A350
572,FL207355,223,Sky,614.66,2026-05-04 10:02:44,183,151,Airbus A320
573,FL654711,145,Iberia,919.47,2026-05-08 04:22:57,384,63,Boeing 787
574,FL694244,295,American Airlines,341.03,2026-05-23 02:56:44,328,78,Boeing 787
575,FL902053,186,Delta,776.8,2026-05-06 14:51:35,273,9,Boeing 737
576,FL417666,70,Delta,248.5,2026-05-19 06:08:16,287,189,Airbus A320
577,FL253194,224,Iberia,1035.63,2026-05-24 07:33:50,347,58,Boeing 737
578,FL580677,47,Delta,829.12,2026-05-22 09:18:43,258,135,Airbus A350
579,FL560538,272,American Airlines,998.61,2026-05-03 13:59:59,378,259,Airbus A350
580,FL700643,227,Delta,916.59,2026-05-12 13:06:01,171,30,Airbus A320
581,FL316944,210,Avianca,166.11,2026-05-22 23:28:06,379,354,Airbus A350
582,FL251494,121,Delta,1143.11,2026-05-25 00:22:58,392,145,Boeing 787
583,FL902957,101,Delta,1036.45,2026-05-28 19:04:56,165,12,Airbus A320
584,FL234292,199,Delta,332.98,2026-05-04 05:34:20,207,40,Airbus A320
585,FL365472,165,Delta,652.6,2026-05-08 07:45:33,333,192,Boeing 737
586,FL959859,129,Sky,812.76,2026-05-14 08:40:47,334,26,Boeing 737
587,FL405007,66,Iberia,940.49,2026-05-05 01:24:01,360,178,Boeing 787
588,FL780257,292,Delta,392.24,2026-05-20 11:36:41,342,211,Airbus A350
589,FL545227,225,Sky,1104.43,2026-05-19 11:39:05,345,6,Airbus A350
590,FL928000,56,LATAM,360.34,2026-05-26 05:57:29,161,64,Boeing 737
591,FL301587,224,Avianca,155.22,2026-05-02 22:18:29,388,173,Airbus A320
592,FL123955,228,Avianca,969.33,2026-05-06 00:57:35,259,80,Airbus A350
593,FL661043,236,LATAM,711.15,2026-05-06 06:02:23,307,243,Boeing 737
594,FL872414,200,American Airlines,908.63,2026-05-14 13:41:21,211,31,Boeing 737
595,FL898855,167,American Airlines,625.9,2026-05-14 03:53:23,173,19,Boeing 787
596,FL679429,190,LATAM,821.97,2026-05-15 10:57:16,169,110,Airbus A320
597,FL727431,177,LATAM,876.37,2026-05-10 19:45:04,333,54,Boeing 737
598,FL258649,162,LATAM,658.82,2026-05-29 04:48:38,382,44,Boeing 737
599,FL981429,19,LATAM,204.73,2026-05-09 18:15:33,310,12,Boeing 787
600,FL614086,184,Delta,649.06,2026-05-27 11:12:08,275,59,Airbus A320
601,FL195328,95,Avianca,640.02,2026-05-19 01:05:13,395,382,Boeing 737
602,FL418315,280,Iberia,372.2,2026-05-30 08:48:11,343,263,Boeing 737
603,FL962909,167,LATAM,555.37,2026-05-24 02:03:09,336,206,Boeing 787
604,FL123393,113,Avianca,341.43,2026-05-10 00:47:25,307,55,Boeing 737
605,FL268046,147,Delta,229.34,2026-05-30 07:23:25,183,134,Airbus A350
606,FL186576,231,Sky,1007.07,2026-05-02 09:37:31,355,6,Boeing 737
607,FL357191,174,Delta,637.44,2026-05-05 08:50:22,325,202,Boeing 737
608,FL179058,246,Iberia,567.47,2026-05-12 14:26:54,198,195,Airbus A320
609,FL572572,175,Delta,572.7,2026-05-24 05:02:09,177,141,Boeing 737
610,FL489693,290,Avianca,780.94,2026-05-15 21:16:01,338,290,Airbus A350
611,FL545961,106,LATAM,596.32,2026-05-16 21:34:51,154,142,Airbus A350
612,FL452606,19,LATAM,1144.39,2026-05-14 14:13:40,365,323,Boeing 787
613,FL425511,194,Sky,583.94,2026-05-01 01:28:24,370,124,Airbus A320
614,FL268497,261,Avianca,680.58,2026-05-04 16:30:33,393,242,Boeing 787
615,FL118438,269,Iberia,1164.07,2026-05-13 18:07:42,383,371,Airbus A350
616,FL442649,12,Iberia,863.42,2026-05-18 16:27:50,373,170,Boeing 737
617,FL221885,178,American Airlines,761.4,2026-05-12 05:37:03,195,77,Airbus A320
618,FL206633,136,Avianca,771.99,2026-05-12 13:30:48,225,16,Boeing 737
619,FL354328,141,Avianca,425.86,2026-05-16 17:09:55,374,17,Boeing 787
620,FL356764,186,Iberia,1154.17,2026-05-09 20:28:57,269,135,Airbus A350
621,FL612326,69,LATAM,1039.15,2026-05-02 00:08:58,233,140,Boeing 737
622,FL363080,254,American Airlines,1008.07,2026-05-21 06:44:20,357,33,Boeing 787
623,FL963211,166,Avianca,304.11,2026-05-11 10:48:29,319,57,Airbus A320
624,FL427757,120,Avianca,550.21,2026-05-06 21:27:54,251,88,Airbus A320
625,FL183816,281,Avianca,909.2,2026-05-12 15:24:36,339,123,Airbus A350
626,FL220056,215,Avianca,209.7,2026-05-08 13:52:24,167,114,Boeing 787
